Fecha_Registro,Hora,Condiciones meteorológicas,Temperatura,Viento,Humedad,Presión,Punto de rocío
14-julio-2024,16:51,Tormenta,16°,22 > 41 km/h,82%,1027 hPa,13°
14-julio-2024,16:57,Tormenta,16°,22 > 41 km/h,88%,1027 hPa,14°
14-julio-2024,17:07,Tormenta,16°,30 km/h,82%,1027 hPa,13°
14-julio-2024,17:11,Tormenta,16°,28 km/h,77%,1027 hPa,12°
14-julio-2024,17:14,Tormenta,16°,28 km/h,82%,1028 hPa,13°
14-julio-2024,17:16,Tormenta,16°,37 > 56 km/h,77%,1028 hPa,12°
14-julio-2024,17:20,Tormenta,14°,56 > 74 km/h,88%,1028 hPa,12°
14-julio-2024,17:32,Tormenta,13°,19 > 37 km/h,100%,1028 hPa,13°
14-julio-2024,17:41,Tormenta,13°,28 km/h,100%,1028 hPa,13°
14-julio-2024,17:46,Tormenta,13°,11 km/h,100%,1028 hPa,13°
14-julio-2024,17:56,Tormenta,14°,22 km/h,100%,1028 hPa,14°
14-julio-2024,19:18,Tormenta,15°,22 km/h,88%,1029 hPa,13°
14-julio-2024,19:45,Neblina,15°,19 km/h,88%,1030 hPa,13°
14-julio-2024,19:53,Neblina,15°,15 km/h,82%,1030 hPa,12°
14-julio-2024,20:09,Lluvia ligera,15°,11 km/h,82%,1030 hPa,12°
14-julio-2024,20:25,Neblina,14°,15 km/h,88%,1030 hPa,12°
14-julio-2024,21:54,Neblina,15°,15 km/h,88%,1031 hPa,13°
14-julio-2024,22:45,Mayormente cubierto,16°,6 km/h,82%,1031 hPa,13°
15-julio-2024,00:45,Neblina,16°,6 km/h,82%,1031 hPa,13°
15-julio-2024,01:42,Neblina,16°,9 km/h,82%,1031 hPa,13°
15-julio-2024,03:45,Neblina,15°,9 km/h,88%,1030 hPa,13°
15-julio-2024,05:41,Lluvia ligera,15°,En calma,88%,1030 hPa,13°
15-julio-2024,05:49,Lluvia ligera,15°,En calma,88%,1030 hPa,13°
15-julio-2024,06:02,Lluvia,15°,4 km/h,88%,1030 hPa,13°
15-julio-2024,06:45,Neblina,15°,7 km/h,88%,1030 hPa,13°
15-julio-2024,09:45,Neblina,17°,7 km/h,77%,1031 hPa,13°
15-julio-2024,11:45,Tormenta de polvo,20°,15 km/h,64%,1031 hPa,13°
15-julio-2024,15:42,Tormenta,21°,37 km/h,40%,1028 hPa,7°
15-julio-2024,15:48,Tormenta,21°,30 km/h,38%,1028 hPa,6°
15-julio-2024,16:45,Neblina,21°,11 km/h,46%,1027 hPa,9°
15-julio-2024,17:21,Neblina,23°,11 km/h,38%,1027 hPa,8°
15-julio-2024,18:52,Neblina,20°,19 km/h,53%,1027 hPa,10°
15-julio-2024,18:55,Neblina,19°,19 km/h,56%,1027 hPa,10°
15-julio-2024,19:49,Neblina,19°,19 km/h,56%,1028 hPa,10°
15-julio-2024,20:48,Neblina,18°,11 km/h,68%,1028 hPa,12°
15-julio-2024,21:49,Neblina,18°,19 km/h,64%,1029 hPa,11°
15-julio-2024,22:49,Neblina,17°,6 km/h,68%,1029 hPa,11°
15-julio-2024,23:45,Neblina,18°,7 km/h,59%,1030 hPa,10°
16-julio-2024,00:47,Neblina,17°,11 km/h,68%,1029 hPa,11°
16-julio-2024,02:45,Neblina,17°,En calma,68%,1029 hPa,11°
16-julio-2024,03:42,Neblina,15°,6 km/h,82%,1028 hPa,12°
16-julio-2024,03:45,Neblina,15°,6 km/h,82%,1028 hPa,12°
16-julio-2024,04:45,Neblina,15°,En calma,82%,1028 hPa,12°
16-julio-2024,05:45,Neblina,15°,En calma,82%,1028 hPa,12°
16-julio-2024,06:46,Neblina,14°,7 km/h,88%,1029 hPa,12°
16-julio-2024,07:46,Neblina,14°,9 km/h,88%,1030 hPa,12°
16-julio-2024,08:46,Neblina,16°,9 km/h,82%,1030 hPa,13°
16-julio-2024,09:45,Neblina,18°,9 km/h,73%,1031 hPa,13°
16-julio-2024,10:45,Neblina,20°,6 km/h,60%,1030 hPa,12°
16-julio-2024,12:47,Neblina,22°,11 km/h,50%,1029 hPa,11°
16-julio-2024,15:50,Neblina,25°,15 km/h,34%,1026 hPa,8°
16-julio-2024,16:49,Neblina,25°,19 km/h,32%,1025 hPa,7°
16-julio-2024,17:25,Neblina,23°,26 km/h,44%,1025 hPa,10°
16-julio-2024,18:00,Neblina,24°,19 km/h,38%,1025 hPa,9°
16-julio-2024,18:50,Neblina,23°,19 km/h,41%,1026 hPa,9°
16-julio-2024,19:32,Neblina,21°,22 km/h,53%,1026 hPa,11°
16-julio-2024,20:46,Neblina,19°,19 km/h,56%,1027 hPa,10°
16-julio-2024,21:47,Neblina,19°,7 km/h,52%,1028 hPa,9°
16-julio-2024,23:45,Despejado,18°,11 km/h,59%,1029 hPa,10°
17-julio-2024,00:48,Despejado,18°,7 km/h,59%,1029 hPa,10°
17-julio-2024,03:45,Neblina,17°,7 km/h,68%,1028 hPa,11°
17-julio-2024,08:45,Neblina,19°,6 km/h,52%,1030 hPa,9°
17-julio-2024,10:45,Neblina,20°,9 km/h,49%,1029 hPa,9°
17-julio-2024,11:51,Neblina,21°,6 km/h,49%,1029 hPa,10°
17-julio-2024,12:49,Neblina,23°,15 km/h,41%,1028 hPa,9°
17-julio-2024,12:54,Neblina,24°,13 km/h,38%,1028 hPa,9°
17-julio-2024,13:45,Neblina,25°,6 km/h,36%,1027 hPa,9°
17-julio-2024,14:45,Neblina,25°,17 km/h,39%,1026 hPa,10°
17-julio-2024,15:45,Lluvia prÃ³xima,25°,11 km/h,39%,1025 hPa,10°
17-julio-2024,17:20,Lluvia prÃ³xima,25°,9 km/h,36%,1024 hPa,9°
17-julio-2024,17:41,Tormenta,25°,33 km/h,41%,1024 hPa,11°
17-julio-2024,17:48,Tormenta,23°,22 > 41 km/h,44%,1024 hPa,10°
17-julio-2024,17:50,Tormenta,22°,22 > 41 km/h,50%,1024 hPa,11°
17-julio-2024,17:55,Tormenta,21°,37 > 56 km/h,46%,1024 hPa,9°
17-julio-2024,18:00,Tormenta,20°,37 > 56 km/h,60%,1025 hPa,12°
17-julio-2024,18:02,Tormenta,17°,61 km/h,77%,1026 hPa,13°
17-julio-2024,18:08,Tormenta,15°,37 > 56 km/h,77%,1026 hPa,11°
17-julio-2024,18:13,Tormenta,13°,37 > 56 km/h,94%,1026 hPa,12°
17-julio-2024,18:23,Tormenta,13°,19 km/h,100%,1026 hPa,13°
17-julio-2024,18:30,Tormenta,13°,15 km/h,100%,1026 hPa,13°
17-julio-2024,18:46,Tormenta,13°,15 km/h,100%,1025 hPa,13°
17-julio-2024,18:59,Tormenta,14°,19 km/h,100%,1025 hPa,14°
17-julio-2024,19:07,Tormenta,15°,19 km/h,94%,1025 hPa,14°
17-julio-2024,19:26,Lluvia ligera,16°,19 km/h,88%,1026 hPa,14°
17-julio-2024,19:40,Neblina,17°,22 km/h,82%,1026 hPa,14°
17-julio-2024,19:50,Neblina,17°,26 km/h,82%,1026 hPa,14°
17-julio-2024,20:49,Neblina,17°,19 km/h,82%,1028 hPa,14°
17-julio-2024,21:52,Neblina,17°,19 km/h,77%,1029 hPa,13°
17-julio-2024,22:45,Neblina,17°,11 km/h,77%,1029 hPa,13°
17-julio-2024,23:45,Neblina,17°,En calma,77%,1030 hPa,13°
18-julio-2024,00:47,Neblina,17°,7 km/h,77%,1030 hPa,13°
18-julio-2024,01:47,Neblina,16°,7 km/h,82%,1030 hPa,13°
18-julio-2024,03:45,Neblina,16°,En calma,82%,1029 hPa,13°
18-julio-2024,04:47,Neblina,16°,6 km/h,88%,1029 hPa,14°
18-julio-2024,05:06,Lluvia ligera,16°,9 km/h,88%,1029 hPa,14°
18-julio-2024,05:45,Lluvia ligera,16°,11 km/h,88%,1029 hPa,14°
18-julio-2024,07:21,Lluvia,15°,6 km/h,88%,1029 hPa,13°
18-julio-2024,07:50,Cielo cubierto,15°,6 km/h,94%,1029 hPa,14°
18-julio-2024,09:46,Neblina,18°,7 km/h,77%,1031 hPa,14°
18-julio-2024,13:47,Neblina,22°,17 km/h,53%,1028 hPa,12°
18-julio-2024,15:50,Neblina,23°,22 km/h,47%,1027 hPa,11°
18-julio-2024,16:50,Lluvia prÃ³xima,23°,19 km/h,50%,1026 hPa,12°
18-julio-2024,17:45,Lluvia prÃ³xima,22°,22 km/h,50%,1026 hPa,11°
18-julio-2024,18:03,Lluvia prÃ³xima,20°,37 > 56 km/h,64%,1026 hPa,13°
18-julio-2024,18:15,Tormenta,19°,28 km/h,64%,1026 hPa,12°
18-julio-2024,19:15,Tormenta,17°,28 km/h,72%,1028 hPa,12°
18-julio-2024,20:05,Lluvia ligera,16°,19 km/h,88%,1029 hPa,14°
18-julio-2024,20:15,Lluvia,16°,15 km/h,88%,1029 hPa,14°
18-julio-2024,20:28,Lluvia ligera,16°,19 km/h,88%,1029 hPa,14°
18-julio-2024,20:45,Lluvia ligera,16°,19 km/h,88%,1029 hPa,14°
18-julio-2024,20:52,Lluvia,16°,19 km/h,88%,1029 hPa,14°
18-julio-2024,20:54,Tormenta,16°,19 km/h,88%,1029 hPa,14°
18-julio-2024,21:45,Lluvia,16°,19 km/h,88%,1030 hPa,14°
18-julio-2024,21:50,Lluvia,15°,19 km/h,94%,1030 hPa,14°
18-julio-2024,22:36,Lluvia ligera,15°,11 km/h,94%,1030 hPa,14°
19-julio-2024,00:45,Lluvia ligera,16°,9 km/h,88%,1030 hPa,14°
19-julio-2024,00:54,Lluvia,16°,6 km/h,88%,1030 hPa,14°
19-julio-2024,03:45,Neblina,16°,4 km/h,88%,1029 hPa,14°
19-julio-2024,06:45,Neblina,15°,7 km/h,94%,1029 hPa,14°
19-julio-2024,07:45,Neblina,16°,En calma,82%,1029 hPa,13°
19-julio-2024,08:45,Neblina,17°,7 km/h,82%,1030 hPa,14°
19-julio-2024,09:45,Neblina,18°,6 km/h,77%,1030 hPa,14°
19-julio-2024,10:45,Neblina,20°,9 km/h,64%,1030 hPa,13°
19-julio-2024,11:45,Neblina,20°,9 km/h,64%,1030 hPa,13°
19-julio-2024,12:45,Neblina,21°,13 km/h,60%,1029 hPa,13°
19-julio-2024,13:45,Neblina,21°,11 km/h,56%,1028 hPa,12°
19-julio-2024,14:43,Lluvia prÃ³xima,19°,22 km/h,68%,1028 hPa,13°
19-julio-2024,14:49,Tormenta,18°,15 > 33 km/h,77%,1028 hPa,14°
19-julio-2024,14:54,Tormenta,17°,22 km/h,82%,1028 hPa,14°
19-julio-2024,15:22,Lluvia ligera,15°,22 km/h,94%,1028 hPa,14°
19-julio-2024,15:35,Tormenta,15°,19 km/h,94%,1028 hPa,14°
19-julio-2024,15:55,Tormenta,15°,15 km/h,94%,1027 hPa,14°
19-julio-2024,16:21,Tormenta,16°,11 km/h,88%,1027 hPa,14°
19-julio-2024,16:50,Tormenta,16°,11 km/h,94%,1027 hPa,15°
19-julio-2024,17:30,Lluvia ligera,16°,9 km/h,94%,1027 hPa,15°
19-julio-2024,17:50,Lluvia ligera,16°,9 km/h,94%,1027 hPa,15°
19-julio-2024,18:45,Lluvia ligera,17°,11 km/h,88%,1027 hPa,15°
19-julio-2024,19:30,Neblina,17°,9 km/h,77%,1027 hPa,13°
19-julio-2024,19:50,Neblina,17°,11 km/h,77%,1028 hPa,13°
19-julio-2024,20:45,Neblina,17°,9 km/h,77%,1028 hPa,13°
19-julio-2024,22:45,Neblina,17°,En calma,82%,1029 hPa,14°
19-julio-2024,23:45,Neblina,17°,7 km/h,82%,1029 hPa,14°
20-julio-2024,00:47,Neblina,17°,6 km/h,82%,1029 hPa,14°
20-julio-2024,01:46,Neblina,17°,9 km/h,82%,1028 hPa,14°
20-julio-2024,04:46,Lluvia ligera,15°,En calma,82%,1028 hPa,12°
20-julio-2024,04:53,Lluvia ligera,15°,En calma,88%,1028 hPa,13°
20-julio-2024,05:45,Lluvia ligera,15°,En calma,88%,1028 hPa,13°
20-julio-2024,06:35,Lluvia,14°,9 km/h,94%,1028 hPa,13°
20-julio-2024,06:49,Mayormente cubierto,14°,9 km/h,94%,1028 hPa,13°
20-julio-2024,07:45,Neblina,15°,En calma,88%,1029 hPa,13°
20-julio-2024,08:46,Neblina,15°,7 km/h,88%,1030 hPa,13°
20-julio-2024,09:45,Neblina,17°,6 km/h,77%,1030 hPa,13°
20-julio-2024,10:45,Neblina,19°,9 km/h,73%,1030 hPa,14°
20-julio-2024,11:58,Neblina,20°,7 km/h,68%,1030 hPa,14°
20-julio-2024,13:45,Neblina,22°,11 km/h,57%,1028 hPa,13°
20-julio-2024,14:48,Neblina,22°,19 km/h,50%,1028 hPa,11°
20-julio-2024,15:15,Tormenta,21°,22 > 41 km/h,64%,1027 hPa,14°
20-julio-2024,15:48,Neblina,22°,9 km/h,57%,1026 hPa,13°
20-julio-2024,15:50,Neblina,22°,11 km/h,57%,1026 hPa,13°
20-julio-2024,16:45,Lluvia prÃ³xima,22°,11 km/h,53%,1026 hPa,12°
20-julio-2024,17:36,Lluvia prÃ³xima,21°,22 km/h,60%,1026 hPa,13°
20-julio-2024,17:50,Lluvia prÃ³xima,20°,28 km/h,60%,1026 hPa,12°
20-julio-2024,18:37,Lluvia prÃ³xima,18°,22 km/h,73%,1026 hPa,13°
20-julio-2024,18:39,Tormenta,18°,28 km/h,68%,1026 hPa,12°
20-julio-2024,18:50,Tormenta,18°,22 km/h,68%,1026 hPa,12°
20-julio-2024,19:31,Lluvia ligera,18°,9 km/h,73%,1027 hPa,13°
20-julio-2024,19:45,Tormenta,18°,9 km/h,73%,1027 hPa,13°
20-julio-2024,19:50,Tormenta,17°,9 km/h,82%,1028 hPa,14°
20-julio-2024,19:59,Tormenta,15°,9 km/h,94%,1028 hPa,14°
20-julio-2024,20:45,Tormenta,16°,11 km/h,88%,1028 hPa,14°
20-julio-2024,21:01,Tormenta,16°,11 km/h,88%,1028 hPa,14°
20-julio-2024,21:25,Neblina,16°,11 km/h,88%,1028 hPa,14°
20-julio-2024,21:50,Neblina,16°,11 km/h,88%,1028 hPa,14°
20-julio-2024,22:30,Lluvia ligera,16°,13 km/h,82%,1029 hPa,13°
20-julio-2024,22:58,Lluvia,16°,11 km/h,88%,1029 hPa,14°
21-julio-2024,00:45,Neblina,16°,6 km/h,82%,1029 hPa,13°
21-julio-2024,03:45,Neblina,16°,7 km/h,88%,1028 hPa,14°
21-julio-2024,06:08,Neblina,16°,13 km/h,82%,1027 hPa,13°
21-julio-2024,06:37,Lluvia,16°,9 km/h,77%,1027 hPa,12°
21-julio-2024,06:46,Neblina,16°,9 km/h,77%,1027 hPa,12°
21-julio-2024,08:50,Lluvia prÃ³xima,17°,15 km/h,68%,1028 hPa,11°
21-julio-2024,09:45,Neblina,19°,11 km/h,64%,1028 hPa,12°
21-julio-2024,10:50,Neblina,20°,15 km/h,60%,1028 hPa,12°
21-julio-2024,12:45,Parcialmente cubierto,22°,11 km/h,46%,1027 hPa,10°
21-julio-2024,12:50,Parcialmente cubierto,22°,15 km/h,46%,1027 hPa,10°
21-julio-2024,13:50,Parcialmente cubierto,23°,11 km/h,50%,1026 hPa,12°
21-julio-2024,14:50,Mayormente cubierto,23°,11 km/h,44%,1025 hPa,10°
21-julio-2024,15:50,Lluvia prÃ³xima,23°,11 km/h,41%,1024 hPa,9°
21-julio-2024,16:10,Lluvia prÃ³xima,23°,41 km/h,50%,1024 hPa,12°
21-julio-2024,16:18,Lluvia prÃ³xima,21°,44 km/h,60%,1024 hPa,13°
21-julio-2024,16:50,Lluvia prÃ³xima,20°,41 km/h,64%,1024 hPa,13°
21-julio-2024,17:10,Lluvia prÃ³xima,18°,37 km/h,68%,1024 hPa,12°
21-julio-2024,17:16,Lluvia ligera,18°,28 km/h,68%,1024 hPa,12°
21-julio-2024,17:26,Tormenta,17°,28 km/h,77%,1024 hPa,13°
21-julio-2024,17:45,Neblina,17°,22 km/h,72%,1024 hPa,12°
21-julio-2024,17:50,Neblina,17°,22 km/h,77%,1024 hPa,13°
21-julio-2024,18:16,Neblina,19°,22 km/h,64%,1023 hPa,12°
21-julio-2024,18:50,Neblina,19°,11 km/h,68%,1024 hPa,13°
21-julio-2024,19:50,Neblina,19°,9 km/h,64%,1025 hPa,12°
21-julio-2024,20:50,Neblina,19°,15 km/h,64%,1025 hPa,12°
21-julio-2024,21:45,Mayormente cubierto,19°,19 km/h,64%,1025 hPa,12°
21-julio-2024,23:46,Mayormente cubierto,18°,7 km/h,68%,1027 hPa,12°
22-julio-2024,01:45,Mayormente cubierto,17°,15 km/h,72%,1026 hPa,12°
22-julio-2024,03:45,Cielo cubierto,16°,9 km/h,72%,1025 hPa,11°
22-julio-2024,09:45,Neblina,17°,7 km/h,72%,1027 hPa,12°
22-julio-2024,11:47,Neblina,18°,En calma,73%,1027 hPa,13°
22-julio-2024,12:38,Neblina,20°,6 km/h,60%,1026 hPa,12°
22-julio-2024,13:49,Neblina,21°,6 km/h,56%,1026 hPa,12°
22-julio-2024,15:30,Neblina,17°,17 km/h,77%,1025 hPa,13°
22-julio-2024,15:46,Neblina,17°,9 km/h,77%,1026 hPa,13°
22-julio-2024,15:49,Lluvia,16°,13 km/h,82%,1026 hPa,13°
22-julio-2024,16:42,Lluvia ligera,16°,6 km/h,82%,1026 hPa,13°
22-julio-2024,16:49,Lluvia ligera,16°,En calma,82%,1026 hPa,13°
22-julio-2024,17:47,Lluvia ligera,16°,9 km/h,82%,1025 hPa,13°
22-julio-2024,18:27,Neblina,16°,11 km/h,88%,1025 hPa,14°
22-julio-2024,19:48,Neblina,17°,En calma,82%,1025 hPa,14°
22-julio-2024,20:35,Neblina,17°,6 km/h,72%,1026 hPa,12°
22-julio-2024,21:48,Neblina,17°,6 km/h,72%,1026 hPa,12°
23-julio-2024,00:45,Neblina,16°,7 km/h,88%,1027 hPa,14°
23-julio-2024,03:45,Neblina,16°,4 km/h,82%,1027 hPa,13°
23-julio-2024,04:46,Neblina,16°,6 km/h,82%,1026 hPa,13°
23-julio-2024,06:45,Neblina,15°,6 km/h,88%,1027 hPa,13°
23-julio-2024,08:47,Neblina,17°,6 km/h,77%,1028 hPa,13°
23-julio-2024,09:45,Neblina,19°,6 km/h,68%,1028 hPa,13°
23-julio-2024,10:45,Neblina,21°,7 km/h,60%,1029 hPa,13°
23-julio-2024,11:48,Neblina,22°,7 km/h,53%,1028 hPa,12°
23-julio-2024,12:45,Neblina,23°,9 km/h,50%,1028 hPa,12°
23-julio-2024,13:45,Neblina,24°,11 km/h,44%,1027 hPa,11°
23-julio-2024,14:45,Neblina,23°,15 km/h,50%,1027 hPa,12°
23-julio-2024,15:46,Neblina,22°,13 km/h,53%,1026 hPa,12°
23-julio-2024,18:32,Neblina,20°,35 km/h,68%,1027 hPa,14°
23-julio-2024,18:45,Neblina,20°,6 km/h,64%,1029 hPa,13°
23-julio-2024,18:50,Neblina,19°,26 km/h,73%,1027 hPa,14°
23-julio-2024,18:58,Tormenta,18°,33 km/h,83%,1027 hPa,15°
23-julio-2024,20:40,Lluvia ligera,16°,19 km/h,88%,1029 hPa,14°
23-julio-2024,20:50,Lluvia ligera,16°,15 km/h,88%,1029 hPa,14°
23-julio-2024,21:46,Lluvia ligera,16°,7 km/h,88%,1030 hPa,14°
23-julio-2024,22:46,Lluvia ligera,15°,En calma,94%,1031 hPa,14°
23-julio-2024,23:43,Lluvia,16°,En calma,82%,1031 hPa,13°
23-julio-2024,23:45,Neblina,16°,En calma,82%,1031 hPa,13°
24-julio-2024,00:53,Neblina,16°,En calma,88%,1031 hPa,14°
24-julio-2024,03:46,Neblina,16°,En calma,94%,1030 hPa,15°
24-julio-2024,04:45,Neblina,16°,6 km/h,94%,1030 hPa,15°
24-julio-2024,05:46,Neblina,16°,7 km/h,88%,1030 hPa,14°
24-julio-2024,07:47,Neblina,16°,6 km/h,88%,1031 hPa,14°
24-julio-2024,09:48,Neblina,18°,6 km/h,77%,1031 hPa,14°
24-julio-2024,10:25,Neblina,20°,6 km/h,73%,1031 hPa,15°
24-julio-2024,11:47,Neblina,21°,7 km/h,64%,1031 hPa,14°
24-julio-2024,12:47,Neblina,22°,6 km/h,57%,1031 hPa,13°
24-julio-2024,14:45,Neblina,24°,11 km/h,50%,1029 hPa,13°
24-julio-2024,15:45,Neblina,23°,22 km/h,53%,1028 hPa,13°
24-julio-2024,16:32,Lluvia prÃ³xima,21°,35 km/h,60%,1028 hPa,13°
24-julio-2024,16:45,Lluvia prÃ³xima,20°,26 km/h,68%,1028 hPa,14°
24-julio-2024,17:45,Lluvia prÃ³xima,20°,9 km/h,64%,1028 hPa,13°
24-julio-2024,18:45,Neblina,20°,6 km/h,64%,1029 hPa,13°
24-julio-2024,19:45,Lluvia prÃ³xima,19°,11 km/h,68%,1030 hPa,13°
24-julio-2024,20:46,Neblina,18°,19 km/h,73%,1030 hPa,13°
24-julio-2024,21:45,Neblina,18°,19 km/h,77%,1031 hPa,14°
24-julio-2024,23:45,Neblina,17°,9 km/h,82%,1031 hPa,14°
25-julio-2024,00:45,Neblina,17°,9 km/h,82%,1031 hPa,14°
25-julio-2024,03:45,Neblina,17°,4 km/h,82%,1030 hPa,14°
25-julio-2024,04:46,Neblina,17°,7 km/h,82%,1030 hPa,14°
25-julio-2024,05:45,Neblina,17°,6 km/h,82%,1030 hPa,14°
25-julio-2024,06:48,Neblina,17°,7 km/h,82%,1030 hPa,14°
25-julio-2024,11:45,Neblina,20°,En calma,68%,1031 hPa,14°
25-julio-2024,12:51,Neblina,21°,6 km/h,49%,1030 hPa,10°
25-julio-2024,13:28,Neblina,23°,7 km/h,53%,1030 hPa,13°
25-julio-2024,13:47,Neblina,24°,13 km/h,41%,1029 hPa,10°
25-julio-2024,17:35,Neblina,25°,35 km/h,54%,1026 hPa,15°
25-julio-2024,17:43,Tormenta,21°,41 km/h,49%,1027 hPa,10°
25-julio-2024,17:45,Tormenta,20°,33 km/h,53%,1026 hPa,10°
25-julio-2024,18:11,Tormenta,18°,19 km/h,64%,1026 hPa,11°
25-julio-2024,18:50,Neblina,19°,6 km/h,60%,1027 hPa,11°
25-julio-2024,18:52,Neblina,20°,15 km/h,53%,1025 hPa,10°
25-julio-2024,19:47,Neblina,19°,11 km/h,56%,1028 hPa,10°
25-julio-2024,20:45,Neblina,19°,15 km/h,56%,1029 hPa,10°
25-julio-2024,21:45,Neblina,18°,11 km/h,68%,1030 hPa,12°
25-julio-2024,22:45,Neblina,17°,7 km/h,72%,1030 hPa,12°
26-julio-2024,00:53,Neblina,16°,13 km/h,72%,1031 hPa,11°
26-julio-2024,03:50,Neblina,15°,6 km/h,88%,1029 hPa,13°
26-julio-2024,06:46,Neblina,14°,En calma,88%,1028 hPa,12°
26-julio-2024,07:46,Neblina,15°,En calma,82%,1029 hPa,12°
26-julio-2024,08:45,Neblina,16°,7 km/h,77%,1029 hPa,12°
26-julio-2024,09:45,Neblina,18°,7 km/h,73%,1029 hPa,13°
26-julio-2024,10:45,Neblina,20°,13 km/h,64%,1029 hPa,13°
26-julio-2024,11:45,Neblina,21°,11 km/h,56%,1028 hPa,12°
26-julio-2024,12:30,Neblina,23°,15 km/h,50%,1028 hPa,12°
26-julio-2024,12:45,Neblina,24°,17 km/h,47%,1027 hPa,12°
26-julio-2024,13:45,Neblina,25°,24 km/h,44%,1026 hPa,12°
26-julio-2024,14:45,Lluvia prÃ³xima,24°,30 > 50 km/h,38%,1026 hPa,9°
26-julio-2024,14:59,Lluvia prÃ³xima,22°,19 > 41 km/h,46%,1026 hPa,10°
26-julio-2024,15:22,Lluvia prÃ³xima,20°,28 km/h,53%,1026 hPa,10°
26-julio-2024,15:49,Lluvia prÃ³xima,20°,28 km/h,49%,1026 hPa,9°
26-julio-2024,17:50,Neblina,20°,19 km/h,56%,1025 hPa,11°
26-julio-2024,18:52,Neblina,20°,15 km/h,53%,1025 hPa,10°
26-julio-2024,19:01,Neblina,20°,19 km/h,56%,1025 hPa,11°
26-julio-2024,19:09,Tormenta,20°,15 km/h,56%,1026 hPa,11°
26-julio-2024,19:13,Tormenta,19°,15 km/h,64%,1026 hPa,12°
26-julio-2024,19:25,Tormenta,17°,11 km/h,72%,1026 hPa,12°
26-julio-2024,19:49,Tormenta,16°,22 km/h,88%,1025 hPa,14°
26-julio-2024,19:50,Tormenta,16°,26 km/h,88%,1025 hPa,14°
26-julio-2024,20:15,Lluvia ligera,17°,13 km/h,82%,1026 hPa,14°
26-julio-2024,20:45,Neblina,17°,11 km/h,77%,1026 hPa,13°
26-julio-2024,20:50,Neblina,17°,9 km/h,77%,1026 hPa,13°
26-julio-2024,21:45,Lluvia prÃ³xima,18°,6 km/h,73%,1027 hPa,13°
26-julio-2024,22:50,Neblina,18°,9 km/h,77%,1028 hPa,14°
27-julio-2024,00:45,Neblina,17°,15 km/h,82%,1028 hPa,14°
27-julio-2024,01:45,Neblina,16°,9 km/h,82%,1027 hPa,13°
27-julio-2024,05:50,Neblina,14°,15 km/h,94%,1027 hPa,13°
27-julio-2024,06:50,Neblina,14°,9 km/h,94%,1027 hPa,13°
27-julio-2024,07:50,Neblina,14°,7 km/h,94%,1027 hPa,13°
27-julio-2024,08:45,Neblina,16°,7 km/h,82%,1027 hPa,13°
27-julio-2024,09:50,Neblina,17°,6 km/h,77%,1028 hPa,13°
27-julio-2024,10:50,Neblina,18°,9 km/h,73%,1028 hPa,13°
27-julio-2024,11:50,Neblina,19°,11 km/h,64%,1028 hPa,12°
27-julio-2024,12:45,Neblina,21°,22 km/h,64%,1027 hPa,14°
27-julio-2024,12:50,Neblina,21°,19 km/h,60%,1027 hPa,13°
27-julio-2024,13:45,Neblina,22°,9 km/h,50%,1026 hPa,11°
27-julio-2024,14:45,Lluvia prÃ³xima,22°,22 km/h,50%,1025 hPa,11°
27-julio-2024,14:49,Tormenta,22°,22 km/h,50%,1025 hPa,11°
27-julio-2024,15:02,Tormenta,21°,28 km/h,56%,1026 hPa,12°
27-julio-2024,15:46,Lluvia prÃ³xima,20°,15 km/h,60%,1026 hPa,12°
27-julio-2024,16:22,Tormenta,18°,22 km/h,68%,1026 hPa,12°
27-julio-2024,16:39,Lluvia prÃ³xima,18°,19 km/h,68%,1026 hPa,12°
27-julio-2024,16:45,Lluvia prÃ³xima,18°,17 km/h,73%,1026 hPa,13°
27-julio-2024,17:14,Lluvia prÃ³xima,18°,11 km/h,68%,1025 hPa,12°
27-julio-2024,17:45,Lluvia prÃ³xima,18°,13 km/h,68%,1025 hPa,12°
27-julio-2024,18:45,Neblina,19°,7 km/h,64%,1025 hPa,12°
27-julio-2024,19:45,Neblina,19°,6 km/h,60%,1026 hPa,11°
27-julio-2024,20:53,Neblina,19°,6 km/h,56%,1027 hPa,10°
27-julio-2024,21:45,Neblina,18°,7 km/h,73%,1027 hPa,13°
27-julio-2024,22:45,Neblina,17°,13 km/h,82%,1028 hPa,14°
27-julio-2024,23:46,Neblina,18°,6 km/h,73%,1028 hPa,13°
28-julio-2024,00:47,Neblina,17°,9 km/h,77%,1028 hPa,13°
28-julio-2024,02:45,Neblina,16°,En calma,77%,1027 hPa,12°
28-julio-2024,06:49,Neblina,15°,6 km/h,82%,1027 hPa,12°
28-julio-2024,09:44,Neblina,18°,En calma,68%,1029 hPa,12°
28-julio-2024,10:14,Neblina,20°,6 km/h,60%,1029 hPa,12°
28-julio-2024,10:45,Neblina,19°,7 km/h,68%,1029 hPa,13°
28-julio-2024,11:47,Neblina,20°,En calma,68%,1029 hPa,14°
28-julio-2024,12:44,Neblina,22°,En calma,57%,1028 hPa,13°
28-julio-2024,12:46,Neblina,22°,13 km/h,57%,1028 hPa,13°
28-julio-2024,13:45,Neblina,23°,13 km/h,47%,1027 hPa,11°
28-julio-2024,14:50,Neblina,23°,En calma,47%,1026 hPa,11°
